,City,Year,Company,Model,Variant,KM_Driven,No._of_Owners,Fuel_Type,Calculated_Score,Original_Price,Discount,On_Road_Price,Ex_Showroom_Price
3718,Bangalore,2016,HYUNDAI,I20 ACTIVE,1.2 SX,92763,2,Petrol,507000,728499,0,728499,718811
3719,Bangalore,2018,MARUTI,ALTO 800,LXI,42416,2,Petrol,468000,348299,22400,325899,316211
3720,Bangalore,2020,MARUTI,BALENO,ALPHA CVT PETROL 1.2,52944,1,Petrol,507000,890399,0,890399,880711
3721,Bangalore,2017,HYUNDAI,ELITE I20,ASTA 1.2 DUAL TONE,52256,2,Petrol,507000,699899,14500,685399,675711
3722,Bangalore,2017,HYUNDAI,I20 ACTIVE,1.2 SX,64092,2,Petrol,507000,700899,22300,678599,668911
3723,Bangalore,2021,MARUTI,IGNIS,ALPHA 1.2 K12,31530,1,Petrol,507000,714899,25600,689299,679611
3724,Bangalore,2018,MAHINDRA,KUV 100 NXT,K2+6 STR,68944,1,Petrol,507000,401399,0,401399,391711
3725,Bangalore,2017,MARUTI,IGNIS,ZETA 1.2 K12,67913,1,Petrol,507000,542399,17600,524799,515111
3726,Bangalore,2017,MARUTI,IGNIS,ZETA 1.2 K12 AMT,61661,1,Petrol,507000,636199,0,636199,626511
3727,Bangalore,2010,HYUNDAI,SANTRO XING,GLS,43166,1,Petrol,507000,275299,0,275299,265611
3728,Bangalore,2012,MARUTI,ALTO,LXI,20452,1,Petrol,507000,245299,0,245299,235611
3729,Bangalore,2011,TOYOTA,ETIOS LIVA,G,33415,2,Petrol,507000,397299,0,397299,387611
3730,Bangalore,2010,MARUTI,RITZ,ZXI,47638,1,Petrol,507000,372799,0,372799,363111
3731,Bangalore,2021,MARUTI,SWIFT,VXI,3535,1,Petrol,734000,750699,20100,730599,720911
3732,Bangalore,2011,MARUTI,SWIFT,ZXI,59899,2,Petrol,507000,465099,5000,460099,450411
3733,Bangalore,2010,HYUNDAI,I20,SPORTZ 1.2 O,69714,1,Petrol,507000,380399,0,380399,370711
3734,Bangalore,2021,MARUTI,SWIFT,VXI,13228,1,Petrol,507000,723199,14600,708599,698911
3735,Bangalore,2010,HYUNDAI,I20,MAGNA O 1.2,61270,1,Petrol,507000,387499,0,387499,377811
3736,Bangalore,2011,HONDA,CITY,S MT PETROL,52904,2,Petrol,507000,428499,10800,417699,408011
3737,Bangalore,2014,MARUTI,ERTIGA,ZXI,73070,2,Petrol,362000,655599,30600,624999,615311
3738,Bangalore,2013,RENAULT,DUSTER,85 PS RXL,80347,1,Diesel,362000,541199,0,541199,531511
3739,Bangalore,2012,MARUTI,SWIFT,VDI,78175,1,Diesel,362000,489199,32300,456899,447211
3740,Bangalore,2010,HYUNDAI,I20,MAGNA O 1.2,75695,1,Petrol,507000,353599,14900,338699,329011
3741,Bangalore,2011,MARUTI,ALTO,LXI,72715,1,Petrol,507000,239999,0,239999,230311
3742,Bangalore,2014,MARUTI,SWIFT DZIRE,ZDI,98003,1,Diesel,644000,626199,47750,578449,568761
3743,Bangalore,2016,RENAULT,KWID,RXL,40056,1,Petrol,280000,349899,14900,334999,325311
3744,Bangalore,2012,MARUTI,ALTO,LXI,30473,1,Petrol,362000,279599,0,279599,269911
3745,Bangalore,2015,MARUTI,SWIFT,VXI,46418,2,Petrol,362000,497199,0,497199,487511
3746,Bangalore,2011,TOYOTA,ETIOS LIVA,G,97157,1,Petrol,507000,376799,28300,348499,338811
3747,Bangalore,2014,MARUTI,SWIFT DZIRE,VXI,76864,1,Petrol,362000,529399,0,529399,519711
3748,Bangalore,2010,FORD,FIGO,1.2 ZXI DURATEC,79565,2,Petrol,144000,254699,0,254699,245011
3749,Bangalore,2019,MARUTI,CELERIO,ZXI,25790,2,Petrol,734000,503999,11000,492999,483311
3750,Bangalore,2017,MARUTI,EECO,5 STR WITH AC PLUSHTR,40904,2,Petrol,338000,450299,8800,441499,431811
3751,Bangalore,2017,MARUTI,SWIFT,VXI OPT,31487,1,Petrol,338000,632199,44600,587599,577911
3752,Bangalore,2017,MARUTI,SWIFT,VXI OPT,29087,1,Petrol,338000,660899,18700,642199,632511
3753,Bangalore,2013,MARUTI,SWIFT,VDI,54674,1,Diesel,362000,530599,8900,521699,512011
3754,Bangalore,2016,MARUTI,VITARA BREZZA,VDI OPT,54883,1,Diesel,1040000,810199,0,810199,800511
3755,Bangalore,2021,TATA,NEXON,XM SUNROOF 1.2 RTN,19605,1,Petrol,715000,1013599,49700,963899,954211
3756,Bangalore,2015,HYUNDAI,XCENT,SX 1.1 CRDI OPT,70508,2,Diesel,362000,434499,0,434499,424811
3757,Bangalore,2019,MARUTI,VITARA BREZZA,ZDI AMT,94043,1,Diesel,507000,958599,119300,839299,829611
3758,Bangalore,2017,DATSUN,REDI GO,T (O),56498,1,Petrol,507000,300199,28300,271899,262211
3759,Bangalore,2010,HYUNDAI,I20,MAGNA 1.2 VTVT,99249,2,Petrol,507000,317599,0,317599,307911
3760,Bangalore,2017,HYUNDAI,ELITE I20,ASTA 1.2,99428,1,Petrol,507000,666299,46100,620199,610511
3761,Bangalore,2016,NISSAN,MICRA,XV CVT,71475,2,Petrol,204000,518099,22400,495699,486011
3762,Bangalore,2018,MARUTI,BALENO,DELTA 1.2 K12 AT,25695,1,Petrol,740000,698299,33700,664599,654911
3763,Bangalore,2018,MARUTI,BALENO,DELTA 1.2 K12,67067,1,Petrol,507000,611799,15200,596599,586911
3764,Bangalore,2014,HYUNDAI,GRAND I10,MAGNA 1.1 CRDI,90143,2,Diesel,280000,394599,5000,389599,379911
3765,Bangalore,2018,MAHINDRA,KUV 100 NXT,K4+ 6S,40676,2,Petrol,338000,434699,5000,429699,420011
3766,Bangalore,2011,HYUNDAI,I10,MAGNA 1.2 KAPPA2,50513,2,Petrol,144000,308499,0,308499,298811
3767,Bangalore,2021,RENAULT,KIGER,RXZ 1.0 TURBO MT,16112,1,Petrol,507000,1078799,0,1078799,1069111
3768,Bangalore,2021,MARUTI,VITARA BREZZA,VXI,11809,1,Petrol,715000,999799,0,999799,990111
3769,Bangalore,2017,TATA,HEXA,Varicor 400 XM,84274,1,Diesel,715000,917899,0,917899,908211
3770,Bangalore,2014,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,48021,2,Petrol,362000,487599,0,487599,477911
3771,Bangalore,2014,MARUTI,ALTO 800,LXI,55695,1,Petrol,362000,282999,0,282999,273311
3772,Bangalore,2021,HYUNDAI,NEW SANTRO,1.1 ERA EXICUTIVE,28441,1,Petrol,507000,548999,0,548999,539311
3773,Bangalore,2020,KIA,SELTOS,HTX+ AT 1.5 DIESEL,44152,1,Diesel,507000,1882699,0,1882699,1873011
3774,Bangalore,2016,FORD,ECOSPORT,1.5 TITANIUM TI VCT AT,73304,1,Petrol,204000,847999,0,847999,838311
3775,Bangalore,2021,HYUNDAI,NEW SANTRO,SPORTZ 1.1,12759,1,Petrol,507000,646599,0,646599,636911
3776,Bangalore,2020,HYUNDAI,VERNA,SX DIESEL MT,20331,2,Diesel,715000,1133099,0,1133099,1123411
3777,Hyderabad,2021,RENAULT,KWID,RXL,25223,2,Petrol,468000,439799,9300,430499,420811
3778,Hyderabad,2016,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,11662,2,Petrol,1215,496599,47000,449599,435701
3779,Hyderabad,2013,MARUTI,ALTO 800,VXI,13710,1,Petrol,181000,250999,0,250999,238457
3780,Hyderabad,2021,MARUTI,SWIFT,VXI,82666,1,Petrol,715000,694699,29700,664999,651101
3781,Hyderabad,2012,HYUNDAI,I10,MAGNA 1.2 KAPPA2,52158,1,Petrol,72000,303099,6600,296499,286811
3782,Hyderabad,2012,HYUNDAI,SANTRO XING,GLS,45451,1,Petrol,181000,292599,0,292599,278701
3783,Hyderabad,2013,MARUTI,ALTO 800,LXI,32345,2,Petrol,140000,270799,6400,264399,251857
3784,Hyderabad,2017,MARUTI,SWIFT,VXI,11544,1,Petrol,370000,596699,15500,581199,567301
3785,Hyderabad,2020,MARUTI,SWIFT,VXI,10056,2,Petrol,849000,702299,56600,645699,631801
3786,Hyderabad,2011,HYUNDAI,I10,MAGNA 1.2 KAPPA2,80045,1,Petrol,72000,293299,0,293299,279401
3787,Hyderabad,2022,MARUTI,SWIFT,ZXI+ DUAL TONE,25341,1,Petrol,715000,925399,18000,907399,897711
3788,Hyderabad,2020,MARUTI,SWIFT,VXI,56150,2,Petrol,507000,663099,32800,630299,616401
3789,Hyderabad,2014,MARUTI,ALTO 800,LXI,33431,1,Petrol,140000,283099,5000,278099,265557
3790,Hyderabad,2019,RENAULT,KWID,RXL,39109,1,Petrol,468000,380499,18450,362049,349507
3791,Hyderabad,2019,VOLKSWAGEN,POLO,Trendline 1.0 L Petrol,17054,1,Petrol,474000,600499,15000,585499,572957
3792,Hyderabad,2021,NISSAN,MAGNITE,XV PRM. TURBO . MT PETROL,8857,1,Petrol,474000,1022199,0,1022199,1012511
3793,Hyderabad,2019,RENAULT,KWID,RXL,11227,1,Petrol,468000,395599,0,395599,383057
3794,Hyderabad,2012,HYUNDAI,I10,SPORTZ 1.2 AT KAPPA2,72233,3,Petrol,181000,393599,12700,380899,367001
3795,Hyderabad,2012,HYUNDAI,I10,SPORTZ 1.2 AT KAPPA2,72561,1,Petrol,181000,377699,0,377699,368011
3796,Hyderabad,2012,MARUTI,ALTO 800,LXI,37784,2,Petrol,140000,254899,0,254899,245211
3797,Hyderabad,2012,HYUNDAI,I10,SPORTZ 1.2 AT KAPPA2,46988,2,Petrol,181000,392699,5000,387699,373801
3798,Hyderabad,2017,MARUTI,CELERIO,ZXI,78507,2,Petrol,507000,439399,9700,429699,417157
3799,Hyderabad,2019,MARUTI,SWIFT,VXI AMT,38989,2,Petrol,507000,696299,8400,687899,674001
3800,Hyderabad,2012,HYUNDAI,I10,SPORTZ 1.2 AT KAPPA2,68072,2,Petrol,181000,387399,15900,371499,357601
3801,Hyderabad,2015,MARUTI,SWIFT,VDI ABS,89068,2,Diesel,102000,539099,13500,525599,511701
3802,Hyderabad,2021,MARUTI,SWIFT,VXI,45332,1,Petrol,507000,714799,11800,702999,689101
3803,Hyderabad,2012,HYUNDAI,I10,SPORTZ 1.2 AT KAPPA2,54545,2,Petrol,181000,390699,0,390699,376801
3804,Hyderabad,2014,MARUTI,ALTO 800,LXI,62787,1,Petrol,140000,256699,7900,248799,236257
3805,Hyderabad,2019,MARUTI,ERTIGA,VXI SMART HYBRID AT,78779,2,Petrol,715000,869899,0,869899,857711
3806,Hyderabad,2012,MARUTI,ALTO,LXI,41338,2,Petrol,181000,215199,0,215199,202657
3807,Hyderabad,2021,TATA,TIGOR,XZ PLUS 1.2 REVOTRON,16667,1,Petrol,507000,804399,67100,737299,727611
3808,Hyderabad,2014,MARUTI,SWIFT,VXI,54514,3,Petrol,181000,455999,8150,447849,433951
3809,Hyderabad,2016,HYUNDAI,CRETA,1.6 SX (O) CRDI,60076,1,Diesel,3727,1107099,0,1107099,1087692
3810,Hyderabad,2013,MARUTI,ALTO 800,LXI,50657,1,Petrol,140000,276799,5000,271799,259257
3811,Hyderabad,2019,RENAULT,KWID,RXT 1.0 EASY-R  AT,12980,1,Petrol,474000,461499,5000,456499,444311
3812,Hyderabad,2016,RENAULT,KWID,1.0 RXT,29404,2,Petrol,181000,334399,5000,329399,316857
3813,Hyderabad,2013,MARUTI,ALTO 800,LXI,45364,1,Petrol,140000,263899,5000,258899,246357
3814,Hyderabad,2015,MARUTI,ALTO 800,LXI,69091,1,Petrol,140000,279699,11200,268499,255957
3815,Hyderabad,2013,HYUNDAI,I10,MAGNA 1.2 KAPPA2,66011,2,Petrol,181000,410099,14400,395699,386011
3816,Hyderabad,2015,MARUTI,SWIFT DZIRE,VDI,95976,1,Diesel,322000,588199,0,588199,576011
3817,Hyderabad,2011,MARUTI,WAGON R 1.0,LXI,26093,1,Petrol,72000,299299,5000,294299,281757
3818,Hyderabad,2014,MARUTI,SWIFT,ZXI,43673,1,Petrol,181000,535499,10200,525299,515611
3819,Hyderabad,2014,MARUTI,ALTO 800,VXI,76417,2,Petrol,140000,276499,5000,271499,258957
3820,Hyderabad,2021,MARUTI,SWIFT,ZXI+,23957,1,Petrol,715000,879199,15800,863399,851211
3821,Hyderabad,2013,MARUTI,ERTIGA,ZDI,98340,1,Diesel,102000,668499,0,668499,658811
3822,Hyderabad,2021,MARUTI,SWIFT,VXI,43785,1,Petrol,507000,714599,0,714599,704911
3823,Hyderabad,2019,RENAULT,KWID,CLIMBER 1.0,74113,1,Petrol,507000,423899,0,423899,414211
3824,Hyderabad,2018,RENAULT,KWID,CLIMBER 1.0,52311,2,Petrol,507000,404399,0,404399,391857
3825,Hyderabad,2013,MARUTI,ALTO K10,LXI,45378,2,Petrol,181000,249399,0,249399,236857
3826,Hyderabad,2014,HYUNDAI,EON,ERA PLUS,21798,1,Petrol,181000,292799,0,292799,280257
3827,Hyderabad,2014,NISSAN,MICRA,XV CVT,60588,1,Petrol,140000,446099,0,446099,432201
3828,Hyderabad,2015,HYUNDAI,I10,SPORTZ 1.1 IRDE2,54886,2,Petrol,181000,394999,0,394999,381101
3829,Hyderabad,2017,MARUTI,SWIFT DZIRE,VDI OPT,72884,2,Diesel,315000,671999,0,671999,658101
3830,Hyderabad,2022,SKODA,SLAVIA,STYLE 1.5 TSI DSG,4928,1,Petrol,474000,1999399,212650,1786749,1777061
3831,Hyderabad,2019,HYUNDAI,ELITE I20,Magna + CRDI,61933,1,Diesel,507000,711399,37500,673899,660001
3832,Hyderabad,2014,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,36457,1,Petrol,181000,485199,0,485199,475511
3833,Hyderabad,2015,MARUTI,ALTO 800,LXI,70844,2,Petrol,1093,283799,5000,278799,266257
3834,Hyderabad,2009,TOYOTA,COROLLA ALTIS,VL AT,95781,2,Petrol,507000,558599,54300,504299,484892
3835,Hyderabad,2018,MARUTI,CELERIO,VXI (O) AMT,89184,2,Petrol,507000,459699,0,459699,450011
3836,Hyderabad,2017,DATSUN,GO,T,72584,1,Petrol,468000,325699,7800,317899,304001
3837,Hyderabad,2016,HYUNDAI,VERNA,FLUIDIC 1.6 SX CRDI,80439,1,Diesel,102000,700099,5900,694199,682011
3838,Hyderabad,2012,HYUNDAI,I10,MAGNA 1.1 IRDE2,59783,1,Petrol,181000,340499,0,340499,330811
3839,Hyderabad,2020,MARUTI,S PRESSO,VXI PLUS,76270,1,Petrol,507000,456399,66400,389999,377457
3840,Hyderabad,2017,MARUTI,CELERIO,ZXI AMT,79144,1,Petrol,507000,474199,0,474199,461657
3841,Hyderabad,2022,RENAULT,KWID,1.0 CLIMBER OPT,9107,1,Petrol,367000,531399,0,531399,521711
3842,Hyderabad,2021,DATSUN,REDI GO,1.0 T(O),2188,1,Petrol,367000,511299,0,511299,498757
3843,Hyderabad,2017,MARUTI,CELERIO,ZXI OPT AMT,87848,1,Petrol,102000,465799,10900,454899,442357
3844,Hyderabad,2011,HYUNDAI,I20,MAGNA O 1.2,93085,3,Petrol,507000,379199,5000,374199,360301
3845,Hyderabad,2019,HYUNDAI,NEW SANTRO,1.1 SPORTZ MT CNG,13329,1,Petrol + CNG,367000,566199,0,566199,552301
3846,Hyderabad,2014,MARUTI,SWIFT DZIRE,VDI,64987,1,Diesel,520000,597499,0,597499,585311
3847,Hyderabad,2017,HYUNDAI,ELITE I20,MAGNA 1.2,73151,2,Petrol,315000,538199,0,538199,528511
3848,Hyderabad,2016,HYUNDAI,GRAND I10,MAGNA 1.2 VTVT,52505,1,Petrol,181000,406799,7100,399699,385801
3849,Hyderabad,2014,HYUNDAI,EON,ERA PLUS,49272,2,Petrol,181000,292299,0,292299,282611
3850,Hyderabad,2012,HONDA,BRIO,1.2 S MT I VTEC,73928,2,Petrol,181000,379499,5000,374499,360601
3851,Hyderabad,2020,RENAULT,KWID,1.0 RXT Opt,19499,2,Petrol,367000,481899,0,481899,472211
3852,Hyderabad,2009,HYUNDAI,ACCENT,EXECUTIVE,83525,2,Petrol,207,252099,35000,217099,203201
3853,Hyderabad,2015,MARUTI,CELERIO,VXI,38512,1,Petrol,181000,400699,0,400699,391011
3854,Hyderabad,2019,MARUTI,VITARA BREZZA,ZDI,35364,1,Diesel,715000,920099,5000,915099,901201
3855,Hyderabad,2018,MARUTI,WAGON R 1.0,VXI,44014,2,Petrol,507000,423799,19000,404799,392257
3856,Hyderabad,2015,HYUNDAI,GRAND I10,MAGNA 1.2 VTVT,45821,3,Petrol,181000,406799,0,406799,392901
3857,Hyderabad,2016,HONDA,AMAZE,1.2 SMT I VTEC,99890,1,Petrol,102000,472099,0,472099,458201
3858,Hyderabad,2018,MARUTI,CELERIO,ZXI,35557,2,Petrol,169000,500299,0,500299,487757
3859,Hyderabad,2021,MARUTI,NEW  WAGON-R,ZXI 1.2,31677,1,Petrol,507000,637299,0,637299,623401
3860,Hyderabad,2020,KIA,SELTOS,HTK 1.5 PETROL,40141,1,Petrol,715000,1095999,0,1095999,1086311
3861,Hyderabad,2012,HONDA,BRIO,1.2 S MT I VTEC,66606,1,Petrol,181000,377499,0,377499,363601
3862,Hyderabad,2021,SKODA,KUSHAQ,STYLE 1.5 TSI MT,8360,1,Petrol,367000,1811899,164200,1647699,1635511
3863,Hyderabad,2021,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 AT,15480,1,Petrol,507000,762799,0,762799,748901
3864,Hyderabad,2014,HYUNDAI,GRAND I10,ASTA 1.2 AT VTVT,75612,1,Petrol,181000,483899,5100,478799,469111
3865,Hyderabad,2012,HONDA,CITY,CORPORATE MT,72093,1,Petrol,181000,495399,0,495399,481501
3866,Hyderabad,2017,MARUTI,SWIFT,ZXI,68401,1,Petrol,507000,647499,30500,616999,603101
3867,Hyderabad,2016,HYUNDAI,I10,SPORTZ 1.1 IRDE2,455601,1,Petrol,181000,430899,0,430899,421211
3868,Hyderabad,2014,HYUNDAI,I10,MAGNA 1.2 KAPPA2,87581,1,Petrol,520000,387899,0,387899,374001
3869,Hyderabad,2022,MARUTI,BREZZA,ZXI + SMART HYBRID,16175,1,Petrol,715000,1373099,41900,1331199,1319011
3870,Hyderabad,2018,MARUTI,CELERIO,VXI (O),30639,1,Petrol,169000,487799,0,487799,475257
3871,Hyderabad,2014,FORD,ECOSPORT,1.5TITANIUM TDCI,74864,2,Diesel,181000,604899,0,604899,591001
3872,Hyderabad,2018,HYUNDAI,NEW SANTRO,ASTA 1.1 MT,5386,2,Petrol,169000,527999,12400,515599,501701
3873,Hyderabad,2018,HYUNDAI,ELITE I20,Magna Executive Diesel,86280,2,Diesel,715000,653499,14000,639499,625601
3874,Hyderabad,2016,HYUNDAI,ELITE I20,ASTA 1.2,46033,3,Petrol,181000,614199,11000,603199,589301
3875,Hyderabad,2015,HONDA,CITY,V MT PETROL,42350,2,Petrol,181000,694999,0,694999,681101
3876,Hyderabad,2018,RENAULT,KWID,1.0 RXT Opt AT,43476,1,Petrol,169000,410799,0,410799,398257
3877,Hyderabad,2020,KIA,SELTOS,HTK PLUS AT 1.5 DIESEL,57851,1,Diesel,715000,1460599,159850,1300749,1286851
3878,Hyderabad,2018,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,46262,2,Petrol,507000,547499,26100,521399,507501
3879,Hyderabad,2019,HYUNDAI,NEW SANTRO,1.1 MAGNA MT,19248,1,Petrol,367000,503099,31300,471799,457901
3880,Hyderabad,2017,DATSUN,REDI GO,T (O),97419,2,Petrol,507000,298899,0,298899,289211
3881,Hyderabad,2016,MARUTI,CIAZ,ZXI,87383,1,Petrol,102000,683199,0,683199,673511
3882,Hyderabad,2013,HONDA,BRIO,1.2 S MT I VTEC,74046,2,Petrol,181000,380099,0,380099,366201
3883,Hyderabad,2018,MARUTI,ALTO 800,LXI,14511,3,Petrol,169000,347699,20000,327699,315157
3884,Hyderabad,2018,MARUTI,SWIFT,ZXI+,80289,1,Petrol,507000,688499,11800,676699,662801
3885,Hyderabad,2016,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,57315,1,Petrol,181000,471599,23500,448099,434201
3886,Hyderabad,2013,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,34623,1,Petrol,181000,433599,5000,428599,414701
3887,Hyderabad,2018,MARUTI,ALTO 800,LXI,97360,1,Petrol,507000,322649,25350,297299,284757
3888,Hyderabad,2020,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,38527,2,Petrol,507000,608399,28900,579499,565601
3889,Hyderabad,2013,HYUNDAI,I10,MAGNA 1.2 KAPPA2,95941,1,Petrol,322000,378999,0,378999,365101
3890,Hyderabad,2020,KIA,SELTOS,GTK 1.4 GDI PETROL,26776,1,Petrol,715000,1444399,149200,1295199,1285511
3891,Hyderabad,2017,MARUTI,CIAZ,SIGMA 1.4 VVT,75329,2,Petrol,507000,677599,74500,603099,589201
3892,Hyderabad,2015,HYUNDAI,EON,ERA PLUS,76784,2,Petrol,102000,309699,15000,294699,282157
3893,Hyderabad,2021,HYUNDAI,CRETA,1.5 SX (O),18959,1,Diesel,474000,1735399,45900,1689499,1675601
3894,Hyderabad,2020,MARUTI,CELERIO,VXI,18152,1,Petrol,367000,542799,0,542799,530257
3895,Hyderabad,2022,HONDA,CITY,V MT PETROL,9354,1,Petrol,474000,1224599,37900,1186699,1177011
3896,Hyderabad,2013,HYUNDAI,GRAND I10,ASTA 1.1 CRDI,46906,2,Diesel,181000,428699,5000,423699,411511
3897,Hyderabad,2021,KIA,SELTOS,HTK PLUS 1.5 DIESEL,45344,1,Diesel,715000,1433399,66800,1366599,1354411
3898,Hyderabad,2016,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,12062,1,Petrol,181000,529099,23600,505499,491601
3899,Hyderabad,2013,HYUNDAI,I10,MAGNA 1.2 KAPPA2,85859,2,Petrol,520000,375899,0,375899,366211
3900,Hyderabad,2019,HYUNDAI,ELITE I20,MAGNA+ VTVT,27362,2,Petrol,367000,671399,0,671399,657501
3901,Hyderabad,2017,HYUNDAI,ELITE I20,SPORTZ 1.2,91280,1,Petrol,715000,599299,0,599299,589611
3902,Hyderabad,2018,MARUTI,WAGON R 1.0,VXI,53878,1,Petrol,315000,433399,20600,412799,400257
3903,Hyderabad,2017,HYUNDAI,ELITE I20,SPORTZ 1.2,61985,1,Petrol,315000,607699,5000,602699,593011
3904,Hyderabad,2016,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,42429,2,Petrol,181000,501499,21100,480399,466501
3905,Hyderabad,2015,HYUNDAI,ELITE I20,ASTA 1.4 CRDI,69572,2,Diesel,181000,641199,21000,620199,606301
3906,Hyderabad,2014,MARUTI,RITZ,ZXI,85291,2,Petrol,181000,366099,7300,358799,344901
3907,Hyderabad,2017,MARUTI,SWIFT,ZXI,45733,2,Petrol,169000,647999,16000,631999,618101
3908,Hyderabad,2014,MARUTI,CELERIO,VXI,97462,1,Petrol,468000,359799,0,359799,350111
3909,Hyderabad,2015,HONDA,CITY,V MT PETROL,71472,2,Petrol,102000,660499,0,660499,650811
3910,Hyderabad,2019,MARUTI,SWIFT,ZXI + AMT,94590,1,Petrol,715000,751999,0,751999,739811
3911,Hyderabad,2018,MARUTI,OMNI E,8 STR,39588,1,Petrol,169000,317999,0,317999,308311
3912,Hyderabad,2018,MARUTI,WAGON R 1.0,VXI,64160,1,Petrol,507000,450499,32700,417799,405257
3913,Hyderabad,2015,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,89506,2,Petrol,102000,459999,24100,435899,422001
3914,Hyderabad,2013,HONDA,BRIO,1.2 S MT I VTEC,72124,1,Petrol,140000,394099,0,394099,380201
3915,Hyderabad,2019,VOLKSWAGEN,POLO,COMFORTLINE  CUP EDITION,35938,1,Petrol,715000,764799,0,764799,752611
3916,Hyderabad,2021,TATA,TIAGO,XT 1.2 REVOTRON,42713,2,Petrol,715000,613299,0,613299,599401
3917,Hyderabad,2017,HONDA,WR-V,1.2 i-VTEC VX MT,63136,2,Petrol,507000,728599,0,728599,714701
3918,Hyderabad,2021,TATA,PUNCH,ACCOMPLISHED AMT,10218,1,Petrol,715000,858699,0,858699,846511
3919,Hyderabad,2018,HONDA,JAZZ,1.2 V MT,28010,1,Petrol,169000,734299,0,734299,720401
3920,Hyderabad,2014,MARUTI,WAGON R STINGRAY,VXI,79942,1,Petrol,520000,381099,0,381099,371411
3921,Hyderabad,2013,HONDA,BRIO,1.2 S MT I VTEC,56387,1,Petrol,181000,401299,14150,387149,373251
3922,Hyderabad,2018,HONDA,JAZZ,1.2 V AT,61361,1,Petrol,507000,664699,0,664699,650801
3923,Hyderabad,2014,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,83089,2,Petrol,102000,458299,34900,423399,409501
3924,Hyderabad,2018,HYUNDAI,EON,SPORTZ,86736,1,Petrol,507000,366599,0,366599,356911
3925,Hyderabad,2017,HYUNDAI,ELITE I20,SPORTZ 1.2,19879,1,Petrol,370000,652999,0,652999,643311
3926,Hyderabad,2019,KIA,SELTOS,HTK PLUS AT 1.5 DIESEL,40029,1,Diesel,715000,1375499,35900,1339599,1327411
3927,Hyderabad,2016,MARUTI,WAGON R 1.0,VXI,35104,2,Petrol,181000,422099,21300,400799,388257
3928,Hyderabad,2019,TATA,TIAGO,XZ+ 1.2 Revotron,21945,1,Petrol,367000,635299,0,635299,621401
3929,Hyderabad,2019,HYUNDAI,NEW SANTRO,SPORTZ 1.1,44530,1,Petrol,507000,532799,40800,491999,478101
3930,Hyderabad,2017,MARUTI,WAGON R 1.0,VXI,77595,1,Petrol,507000,440299,7200,433099,420557
3931,Hyderabad,2020,HYUNDAI,ELITE I20,1.2 SPORTS PLUS VTVT,58867,1,Petrol,715000,760899,5900,754999,741101
3932,Hyderabad,2020,HYUNDAI,ELITE I20,1.2 SPORTS PLUS VTVT,35597,1,Petrol,507000,807999,8800,799199,785301
3933,Hyderabad,2021,MARUTI,EECO,5 STR WITH AC PLUSHTR,20549,1,Petrol,507000,511299,5000,506299,492401
3934,Hyderabad,2015,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,49217,1,Petrol,181000,485099,23100,461999,452311
3935,Hyderabad,2019,HONDA,JAZZ,1.2 VX AT,45395,1,Petrol,507000,795499,0,795499,781601
3936,Hyderabad,2017,MARUTI,WAGON R 1.0,VXI,72934,1,Petrol,102000,406899,38500,368399,355857
3937,Hyderabad,2014,HYUNDAI,GRAND I10,MAGNA 1.2 VTVT,46149,1,Petrol,181000,400499,5000,395499,381601
3938,Hyderabad,2017,MARUTI,ALTO 800,LXI,76919,1,Petrol,507000,309099,0,309099,296557
3939,Hyderabad,2014,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,46284,2,Petrol,181000,470399,21300,449099,435201
3940,Hyderabad,2019,MARUTI,ALTO 800,LXI,20709,2,Petrol,169000,322399,10800,311599,301911
3941,Hyderabad,2019,HONDA,CITY,V MT PETROL,83657,1,Petrol,507000,918499,35500,882999,869101
3942,Hyderabad,2015,HONDA,AMAZE,1.2 SMT I VTEC,81544,2,Petrol,102000,468299,11000,457299,443401
3943,Hyderabad,2015,HONDA,BRIO,1.2 S MT I VTEC,97316,1,Petrol,102000,390199,5000,385199,371301
3944,Hyderabad,2021,MARUTI,VITARA BREZZA,ZXI,32452,1,Petrol,715000,1058699,31000,1027699,1015157
3945,Hyderabad,2019,HYUNDAI,NEW SANTRO,1.1 MAGNA AMT,17723,1,Petrol,367000,537199,7300,529899,520211
3946,Hyderabad,2020,VOLKSWAGEN,POLO,HIGHLINE PLUS 1.0 TSI MT,5956,1,Petrol,474000,931599,0,931599,919411
