,Name,Company,City,Year,KM_Driven,No._of_Owners,Fuel_Type,Calculated_Score,On_Road_Price
3719,KIASELTOS,KIA,Hyderabad,2020,57851,1,Diesel,715000,1300749
3720,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2018,46262,2,Petrol,507000,521399
3721,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,19248,1,Petrol,367000,471799
3722,DATSUNREDI GO,DATSUN,Hyderabad,2017,97419,2,Petrol,507000,298899
3723,MARUTICIAZ,MARUTI,Hyderabad,2016,87383,1,Petrol,102000,683199
3724,HONDABRIO,HONDA,Hyderabad,2013,74046,2,Petrol,181000,380099
3725,MARUTIALTO 800,MARUTI,Hyderabad,2018,14511,3,Petrol,169000,327699
3726,MARUTISWIFT,MARUTI,Hyderabad,2018,80289,1,Petrol,507000,676699
3727,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2016,57315,1,Petrol,181000,448099
3728,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2013,34623,1,Petrol,181000,428599
3729,MARUTIALTO 800,MARUTI,Hyderabad,2018,97360,1,Petrol,507000,297299
3730,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2020,38527,2,Petrol,507000,579499
3731,HYUNDAII10,HYUNDAI,Hyderabad,2013,95941,1,Petrol,322000,378999
3732,KIASELTOS,KIA,Hyderabad,2020,26776,1,Petrol,715000,1295199
3733,MARUTICIAZ,MARUTI,Hyderabad,2017,75329,2,Petrol,507000,603099
3734,HYUNDAIEON,HYUNDAI,Hyderabad,2015,76784,2,Petrol,102000,294699
3735,HYUNDAICRETA,HYUNDAI,Hyderabad,2021,18959,1,Diesel,474000,1689499
3736,MARUTICELERIO,MARUTI,Hyderabad,2020,18152,1,Petrol,367000,542799
3737,HONDACITY,HONDA,Hyderabad,2022,9354,1,Petrol,474000,1186699
3738,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2013,46906,2,Diesel,181000,423699
3739,KIASELTOS,KIA,Hyderabad,2021,45344,1,Diesel,715000,1366599
3740,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2016,12062,1,Petrol,181000,505499
3741,HYUNDAII10,HYUNDAI,Hyderabad,2013,85859,2,Petrol,520000,375899
3742,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2019,27362,2,Petrol,367000,671399
3743,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,91280,1,Petrol,715000,599299
3744,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2018,53878,1,Petrol,315000,412799
3745,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,61985,1,Petrol,315000,602699
3746,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2016,42429,2,Petrol,181000,480399
3747,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2015,69572,2,Diesel,181000,620199
3748,MARUTIRITZ,MARUTI,Hyderabad,2014,85291,2,Petrol,181000,358799
3749,MARUTISWIFT,MARUTI,Hyderabad,2017,45733,2,Petrol,169000,631999
3750,MARUTICELERIO,MARUTI,Hyderabad,2014,97462,1,Petrol,468000,359799
3751,HONDACITY,HONDA,Hyderabad,2015,71472,2,Petrol,102000,660499
3752,MARUTISWIFT,MARUTI,Hyderabad,2019,94590,1,Petrol,715000,751999
3753,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2018,64160,1,Petrol,507000,417799
3754,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2015,89506,2,Petrol,102000,435899
3755,HONDABRIO,HONDA,Hyderabad,2013,72124,1,Petrol,140000,394099
3756,VOLKSWAGENPOLO,VOLKSWAGEN,Hyderabad,2019,35938,1,Petrol,715000,764799
3757,TATATIAGO,TATA,Hyderabad,2021,42713,2,Petrol,715000,613299
3758,HONDAWR-V,HONDA,Hyderabad,2017,63136,2,Petrol,507000,728599
3759,HONDAJAZZ,HONDA,Hyderabad,2018,28010,1,Petrol,169000,734299
3760,HONDABRIO,HONDA,Hyderabad,2013,56387,1,Petrol,181000,387149
3761,HONDAJAZZ,HONDA,Hyderabad,2018,61361,1,Petrol,507000,664699
3762,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2014,83089,2,Petrol,102000,423399
3763,HYUNDAIEON,HYUNDAI,Hyderabad,2018,86736,1,Petrol,507000,366599
3764,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,19879,1,Petrol,370000,652999
3765,KIASELTOS,KIA,Hyderabad,2019,40029,1,Diesel,715000,1339599
3766,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2016,35104,2,Petrol,181000,400799
3767,TATATIAGO,TATA,Hyderabad,2019,21945,1,Petrol,367000,635299
3768,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,44530,1,Petrol,507000,491999
3769,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2017,77595,1,Petrol,507000,433099
3770,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2020,58867,1,Petrol,715000,754999
3771,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2020,35597,1,Petrol,507000,799199
3772,MARUTIEECO,MARUTI,Hyderabad,2021,20549,1,Petrol,507000,506299
3773,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2015,49217,1,Petrol,181000,461999
3774,HONDAJAZZ,HONDA,Hyderabad,2019,45395,1,Petrol,507000,795499
3775,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2017,72934,1,Petrol,102000,368399
3776,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2014,46149,1,Petrol,181000,395499
3777,MARUTIALTO 800,MARUTI,Hyderabad,2017,76919,1,Petrol,507000,309099
3778,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2014,46284,2,Petrol,181000,449099
3779,MARUTIALTO 800,MARUTI,Hyderabad,2019,20709,2,Petrol,169000,311599
3780,HONDACITY,HONDA,Hyderabad,2019,83657,1,Petrol,507000,882999
3781,HONDAAMAZE,HONDA,Hyderabad,2015,81544,2,Petrol,102000,457299
3782,HONDABRIO,HONDA,Hyderabad,2015,97316,1,Petrol,102000,385199
3783,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2021,32452,1,Petrol,715000,1027699
3784,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,17723,1,Petrol,367000,529899
3785,VOLKSWAGENPOLO,VOLKSWAGEN,Hyderabad,2020,5956,1,Petrol,474000,931599
3786,KIASELTOS,KIA,Hyderabad,2020,61867,1,Diesel,715000,1442299
3787,MARUTIALTO K10,MARUTI,Hyderabad,2017,52083,1,Petrol,3405,332499
3788,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,42825,2,Petrol,507000,496199
3789,MARUTIS PRESSO,MARUTI,Hyderabad,2020,4608,1,Petrol,367000,498499
3790,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,19126,1,Petrol,367000,523099
3791,HYUNDAIEON,HYUNDAI,Hyderabad,2018,58146,2,Petrol,507000,358999
3792,HONDAJAZZ,HONDA,Hyderabad,2015,84253,1,Petrol,102000,564099
3793,HYUNDAIVERNA,HYUNDAI,Hyderabad,2021,14399,1,Diesel,715000,1477999
3794,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2022,9096,1,Petrol,474000,1079099
3795,MARUTIALTO 800,MARUTI,Hyderabad,2017,63050,2,Petrol,315000,303399
3796,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2021,26848,1,Petrol,715000,1065899
3797,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,28809,2,Petrol,169000,512999
3798,HYUNDAICRETA,HYUNDAI,Hyderabad,2016,96615,1,Diesel,715000,969399
3799,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2018,12453,3,Petrol,169000,451099
3800,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2021,20648,1,Petrol,507000,652599
3801,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,50334,2,Petrol,507000,507199
3802,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2017,81492,2,Petrol,102000,404899
3803,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2018,68090,1,Petrol,315000,646999
3804,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2018,51520,1,Diesel,507000,983399
3805,MAHINDRAKUV100,MAHINDRA,Hyderabad,2017,45609,2,Petrol,169000,422299
3806,MARUTIEECO,MARUTI,Hyderabad,2019,28408,2,Petrol,367000,486599
3807,KIASELTOS,KIA,Hyderabad,2019,69553,1,Diesel,715000,1656399
3808,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2016,65617,1,Petrol,102000,520799
3809,HONDABRIO,HONDA,Hyderabad,2014,73873,1,Petrol,140000,381099
3810,MGHECTOR,MG,Hyderabad,2020,69314,1,Diesel,715000,1580299
3811,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,72900,1,Petrol,507000,476299
3812,VOLKSWAGENPOLO,VOLKSWAGEN,Hyderabad,2020,23433,1,Petrol,715000,832399
3813,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,35634,1,Petrol,169000,666199
3814,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,72123,1,Petrol,507000,508999
3815,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2018,13741,1,Petrol,370000,690799
3816,HYUNDAIXCENT,HYUNDAI,Hyderabad,2017,60864,2,Petrol,507000,537099
3817,HYUNDAICRETA,HYUNDAI,Hyderabad,2019,43870,2,Diesel,715000,1235699
3818,HYUNDAICRETA,HYUNDAI,Hyderabad,2020,58113,1,Diesel,715000,1338499
3819,HONDAJAZZ,HONDA,Hyderabad,2015,82373,3,Petrol,102000,511499
3820,HONDAJAZZ,HONDA,Hyderabad,2016,42524,2,Petrol,181000,661999
3821,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2021,3450,1,Petrol,474000,1272799
3822,MAHINDRASCORPIO,MAHINDRA,Hyderabad,2020,47827,1,Diesel,715000,1580049
3823,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2018,96783,1,Petrol,507000,496699
3824,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,77211,1,Petrol,507000,511399
3825,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2020,19960,1,Petrol,367000,819899
3826,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2020,43918,1,Petrol,715000,780599
3827,HYUNDAIVENUE,HYUNDAI,Hyderabad,2020,21044,1,Petrol,507000,991699
3828,HYUNDAIVENUE,HYUNDAI,Hyderabad,2019,61035,2,Diesel,507000,1111199
3829,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2020,48695,1,Petrol,715000,786899
3830,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2018,18327,1,Petrol,169000,704399
3831,HYUNDAIXCENT,HYUNDAI,Hyderabad,2014,92016,3,Diesel,102000,414299
3832,HYUNDAIVENUE,HYUNDAI,Hyderabad,2020,55241,1,Diesel,507000,1059399
3833,MGHECTOR,MG,Hyderabad,2021,18388,1,Petrol,715000,1577699
3834,DATSUNREDI GO,DATSUN,Hyderabad,2021,17827,1,Petrol,507000,533399
3835,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2021,5678,2,Petrol,474000,652599
3836,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,65935,1,Petrol,315000,647299
3837,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,19215,1,Petrol,169000,484099
3838,JEEPCOMPASS,JEEP,Hyderabad,2019,77081,1,Diesel,715000,1365299
3839,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2014,70870,1,Diesel,181000,413299
3840,HYUNDAIXCENT,HYUNDAI,Hyderabad,2017,57473,1,Petrol,507000,533649
3841,VOLKSWAGENVENTO,VOLKSWAGEN,Hyderabad,2020,21907,2,Petrol,507000,986499
3842,HONDACITY,HONDA,Hyderabad,2015,72001,2,Petrol,102000,672099
3843,HONDAAMAZE,HONDA,Hyderabad,2018,50754,1,Petrol,507000,529199
3844,TOYOTAETIOS LIVA,TOYOTA,Hyderabad,2015,94030,1,Diesel,102000,574699
3845,MARUTICIAZ,MARUTI,Hyderabad,2022,4692,1,Petrol,367000,1191299
3846,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2018,82998,1,Petrol,507000,437299
3847,HYUNDAINEW I20,HYUNDAI,Hyderabad,2021,5075,1,Petrol,474000,1165799
3848,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2014,20120,3,Petrol,140000,383899
3849,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2014,59365,2,Petrol,181000,359599
3850,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2015,40687,1,Petrol,140000,387899
3851,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2019,33806,2,Petrol,169000,450599
3852,MARUTIDZIRE,MARUTI,Hyderabad,2022,5683,1,Petrol,474000,958399
3853,MARUTIDZIRE,MARUTI,Hyderabad,2019,34962,1,Petrol,507000,704199
3854,TATATIAGO,TATA,Hyderabad,2019,25987,1,Petrol,367000,606499
3855,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2016,50663,2,Petrol,181000,396099
3856,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2015,50635,1,Petrol,181000,352899
3857,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2020,31747,1,Petrol,507000,527799
3858,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,48779,1,Petrol,370000,637099
3859,HYUNDAICRETA,HYUNDAI,Hyderabad,2020,17580,1,Petrol,474000,1469299
3860,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,58861,1,Petrol,507000,517899
3861,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2017,51542,1,Diesel,507000,889699
3862,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2020,20995,1,Petrol,367000,528999
3863,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2019,20846,2,Petrol,367000,582199
3864,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2017,55438,1,Petrol + CNG,507000,412699
3865,HYUNDAICRETA,HYUNDAI,Hyderabad,2017,91536,1,Petrol,507000,937199
3866,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2015,47308,1,Petrol,181000,479299
3867,HYUNDAICRETA,HYUNDAI,Hyderabad,2016,92021,1,Diesel,715000,1071899
3868,MARUTIS PRESSO,MARUTI,Hyderabad,2021,6492,1,Petrol,367000,472599
3869,MARUTIDZIRE,MARUTI,Hyderabad,2017,54189,2,Petrol,507000,642099
3870,MARUTICIAZ,MARUTI,Hyderabad,2021,4929,1,Petrol,474000,1030799
3871,HYUNDAIEON,HYUNDAI,Hyderabad,2018,44838,1,Petrol,468000,360899
3872,MARUTIALTO K10,MARUTI,Hyderabad,2019,59487,2,Petrol,507000,440499
3873,MAHINDRAXUV 3OO,MAHINDRA,Hyderabad,2021,13215,1,Petrol,715000,1182799
3874,HYUNDAINEW I20,HYUNDAI,Hyderabad,2021,4206,1,Petrol,474000,1002799
3875,KIASELTOS,KIA,Hyderabad,2019,45343,1,Petrol,715000,1679699
3876,HYUNDAICRETA,HYUNDAI,Hyderabad,2017,78820,1,Diesel,507000,1113899
3877,HYUNDAICRETA,HYUNDAI,Hyderabad,2016,99411,1,Diesel,715000,1086749
3878,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2018,17258,1,Petrol,169000,439599
3879,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2019,36488,1,Petrol,507000,565299
3880,HYUNDAIEON,HYUNDAI,Hyderabad,2015,56285,1,Petrol,140000,335199
3881,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2019,32580,1,Petrol,507000,582099
3882,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2018,81241,1,Petrol,715000,695299
3883,MARUTIALTO K10,MARUTI,Hyderabad,2018,79907,2,Petrol,507000,366699
3884,HYUNDAII20 ACTIVE,HYUNDAI,Hyderabad,2015,65584,1,Petrol,181000,582399
3885,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2014,76151,1,Petrol,181000,350499
3886,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,57256,2,Petrol,507000,517999
3887,HONDAWR-V,HONDA,Hyderabad,2021,13151,1,Diesel,715000,1274199
3888,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2020,19500,1,Petrol,474000,558699
3889,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,74481,1,Petrol,507000,470699
3890,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2013,53956,2,Petrol,181000,343049
3891,HONDAAMAZE,HONDA,Hyderabad,2018,58210,1,Diesel,507000,760099
3892,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2013,21934,1,Petrol,140000,355299
3893,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,20079,2,Petrol,169000,548699
3894,MARUTIALTO K10,MARUTI,Hyderabad,2019,46722,1,Petrol,507000,384799
3895,MARUTIS PRESSO,MARUTI,Hyderabad,2020,39233,1,Petrol,507000,436449
3896,MARUTIALTO K10,MARUTI,Hyderabad,2018,10387,1,Petrol,169000,417699
3897,HYUNDAINEW I20,HYUNDAI,Hyderabad,2021,9621,1,Petrol,367000,1020199
3898,HYUNDAICRETA,HYUNDAI,Hyderabad,2018,53497,1,Diesel,315000,1402999
3899,MARUTIALTO 800,MARUTI,Hyderabad,2018,64650,2,Petrol,507000,320699
3900,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2013,54879,2,Petrol,181000,322899
3901,MARUTIALTO K10,MARUTI,Hyderabad,2018,18954,2,Petrol,169000,382199
3902,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2018,23490,1,Petrol,169000,476499
3903,HYUNDAICRETA,HYUNDAI,Hyderabad,2020,80049,1,Petrol,507000,1185099
3904,HONDAJAZZ,HONDA,Hyderabad,2016,72488,1,Petrol,102000,636399
3905,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2017,57522,1,Petrol,507000,419199
3906,HYUNDAIEON,HYUNDAI,Hyderabad,2017,46205,1,Petrol,169000,366099
3907,HYUNDAIVERNA,HYUNDAI,Hyderabad,2019,74560,1,Petrol,715000,1002699
3908,MARUTIS PRESSO,MARUTI,Hyderabad,2022,14145,1,Petrol,507000,587399
3909,MARUTIS CROSS,MARUTI,Hyderabad,2019,15670,1,Diesel,367000,1071399
3910,MARUTIALTO K10,MARUTI,Hyderabad,2016,38874,1,Petrol,140000,348099
3911,MARUTIALTO K10,MARUTI,Hyderabad,2017,11116,1,Petrol,169000,400899
3912,MARUTIS CROSS,MARUTI,Hyderabad,2019,21892,1,Diesel,474000,1056499
3913,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,25918,1,Petrol,367000,591499
3914,HONDACITY,HONDA,Hyderabad,2018,55618,1,Petrol,507000,943399
3915,FORDECOSPORT,FORD,Hyderabad,2014,83540,1,Petrol,102000,668699
3916,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2019,59311,1,Diesel,715000,1004999
3917,HONDACITY,HONDA,Hyderabad,2017,60842,1,Petrol,507000,752299
3918,DATSUNREDI GO,DATSUN,Hyderabad,2020,38515,1,Petrol,468000,364899
3919,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,30208,1,Petrol,169000,536199
3920,JEEPCOMPASS,JEEP,Hyderabad,2018,73576,1,Petrol,715000,1322499
3921,RENAULTDUSTER,RENAULT,Hyderabad,2019,43889,1,Diesel,507000,1137199
3922,MARUTIALTO K10,MARUTI,Hyderabad,2017,39794,1,Petrol,169000,372799
3923,HYUNDAICRETA,HYUNDAI,Hyderabad,2018,57825,1,Diesel,315000,1334599
3924,HYUNDAICRETA,HYUNDAI,Hyderabad,2017,83130,1,Diesel,507000,1186199
3925,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2019,65057,1,Petrol,507000,550799
3926,MARUTIS PRESSO,MARUTI,Hyderabad,2020,37774,1,Petrol,507000,464299
3927,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,36128,1,Petrol,169000,530299
3928,MGHECTOR,MG,Hyderabad,2020,18555,1,Petrol,474000,1760299
3929,MARUTIBALENO,MARUTI,Hyderabad,2016,65642,1,Petrol,102000,640399
3930,HYUNDAIGRAND I10 NIOS,HYUNDAI,Hyderabad,2020,20211,1,Petrol,367000,680799
3931,HYUNDAICRETA,HYUNDAI,Hyderabad,2017,82921,1,Diesel,507000,1146299
3932,MARUTIALTO K10,MARUTI,Hyderabad,2017,33146,1,Petrol,169000,361799
3933,TATANEXON,TATA,Hyderabad,2021,14460,1,Petrol,507000,1026999
3934,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,41142,1,Petrol,169000,687849
3935,MARUTIDZIRE,MARUTI,Hyderabad,2021,12005,1,Petrol,715000,841299
3936,MARUTIALTO K10,MARUTI,Hyderabad,2017,49690,1,Petrol,169000,373699
3937,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,98014,1,Petrol,507000,548799
3938,MARUTIS PRESSO,MARUTI,Hyderabad,2020,11036,1,Petrol,367000,491499
3939,FORDECOSPORT,FORD,Hyderabad,2019,20686,1,Petrol,474000,1012299
3940,MARUTIALTO,MARUTI,Hyderabad,2021,52067,1,Petrol,507000,394199
3941,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2014,61324,2,Petrol,181000,381699
3942,MARUTIALTO 800,MARUTI,Hyderabad,2019,34313,1,Petrol,169000,320699
3943,KIASELTOS,KIA,Hyderabad,2020,73138,1,Diesel,715000,1669199
3944,MARUTIALTO,MARUTI,Hyderabad,2022,2172,1,Petrol,367000,460399
3945,MARUTIS PRESSO,MARUTI,Hyderabad,2021,10685,1,Petrol,367000,461099
3946,MARUTICIAZ,MARUTI,Hyderabad,2017,36667,1,Petrol,169000,850499
3947,MARUTIS PRESSO,MARUTI,Hyderabad,2020,75220,1,Petrol,507000,462899
3948,HYUNDAICRETA,HYUNDAI,Hyderabad,2017,94538,2,Petrol,507000,1030099
3949,HONDACITY,HONDA,Hyderabad,2017,73848,1,Petrol,507000,790099
3950,MARUTIS PRESSO,MARUTI,Hyderabad,2019,31704,1,Petrol,507000,462599
3951,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2019,60066,1,Petrol,507000,828599
3952,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,50555,2,Petrol,507000,534099
3953,HYUNDAIVENUE,HYUNDAI,Hyderabad,2021,31351,1,Diesel,507000,1140999
3954,HONDACITY,HONDA,Hyderabad,2019,96918,1,Petrol,507000,1103699
3955,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2013,53633,2,Petrol,140000,342399
3956,HYUNDAIVERNA,HYUNDAI,Hyderabad,2021,8070,1,Petrol,474000,1605999
3957,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,52665,1,Petrol,507000,585199
3958,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2020,45159,1,Petrol,507000,542699
3959,FORDECOSPORT,FORD,Hyderabad,2018,70310,1,Diesel,507000,864099
3960,HYUNDAICRETA,HYUNDAI,Hyderabad,2018,50591,1,Diesel,315000,1246099
3961,HYUNDAICRETA,HYUNDAI,Hyderabad,2020,27139,2,Petrol,715000,1462799
3962,MARUTIIGNIS,MARUTI,Hyderabad,2017,86513,1,Petrol,507000,450499
3963,MARUTIS PRESSO,MARUTI,Hyderabad,2020,32478,1,Petrol,507000,469099
3964,HYUNDAIVENUE,HYUNDAI,Hyderabad,2020,22613,1,Petrol,507000,1093899
3965,JEEPCOMPASS,JEEP,Hyderabad,2018,58758,1,Diesel,507000,1475199
3966,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,35754,1,Petrol,169000,549199
3967,MARUTIALTO 800,MARUTI,Hyderabad,2018,32203,1,Petrol,169000,326699
3968,HONDACITY,HONDA,Hyderabad,2018,15569,1,Petrol,169000,1148599
3969,HYUNDAIVERNA,HYUNDAI,Hyderabad,2018,56134,2,Diesel,507000,1108199
3970,MARUTIIGNIS,MARUTI,Hyderabad,2018,14279,3,Petrol,169000,616299
3971,HYUNDAIVERNA,HYUNDAI,Hyderabad,2018,90401,1,Diesel,507000,928799
3972,MAHINDRAMARAZZO,MAHINDRA,Hyderabad,2021,47115,1,Diesel,715000,1354899
3973,MARUTICIAZ,MARUTI,Hyderabad,2017,54211,2,Petrol,507000,772999
3974,MARUTICIAZ,MARUTI,Hyderabad,2019,30901,2,Petrol,169000,832199
3975,HYUNDAIVERNA,HYUNDAI,Hyderabad,2018,58776,1,Diesel,315000,1105499
3976,MARUTIALTO,MARUTI,Hyderabad,2021,11574,1,Petrol,507000,402999
3977,MARUTIALTO 800,MARUTI,Hyderabad,2018,44810,2,Petrol,507000,320699
3978,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2018,60208,2,Diesel,715000,953699
3979,MARUTIALTO 800,MARUTI,Hyderabad,2018,39492,1,Petrol,169000,332099
3980,JEEPCOMPASS,JEEP,Hyderabad,2019,50070,1,Diesel,507000,1516699
3981,MARUTIALTO K10,MARUTI,Hyderabad,2018,33642,1,Petrol,468000,384199
3982,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2018,97271,1,Diesel,715000,819499
3983,MARUTIS PRESSO,MARUTI,Hyderabad,2021,29604,1,Petrol + CNG,507000,509499
3984,MARUTIALTO 800,MARUTI,Hyderabad,2019,67446,2,Petrol,507000,329499
3985,MARUTIALTO K10,MARUTI,Hyderabad,2018,91993,1,Petrol,507000,401899
3986,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2014,56693,2,Petrol,140000,382999
3987,MARUTIIGNIS,MARUTI,Hyderabad,2017,60126,2,Petrol,507000,453799
3988,HONDAJAZZ,HONDA,Hyderabad,2019,12751,1,Petrol,367000,896199
3989,HONDAWR-V,HONDA,Hyderabad,2019,27043,2,Petrol,169000,855099
3990,MARUTICIAZ,MARUTI,Hyderabad,2019,67388,1,Petrol,507000,894599
3991,MARUTIALTO,MARUTI,Hyderabad,2021,13565,1,Petrol,507000,399599
3992,MARUTIALTO K10,MARUTI,Hyderabad,2018,31007,3,Petrol,169000,389699
3993,DATSUNREDI GO,DATSUN,Hyderabad,2021,33063,2,Petrol,507000,376399
3994,MARUTIXL6,MARUTI,Hyderabad,2021,17341,1,Petrol,715000,1232199
3995,MARUTIS PRESSO,MARUTI,Hyderabad,2021,25758,1,Petrol,507000,482999
3996,FORDECOSPORT,FORD,Hyderabad,2018,72270,1,Diesel,715000,972299
3997,HYUNDAICRETA,HYUNDAI,Hyderabad,2019,83734,1,Petrol,715000,1234999
3998,HYUNDAIVERNA,HYUNDAI,Hyderabad,2017,93464,1,Diesel,507000,882099
3999,MARUTIALTO,MARUTI,Hyderabad,2021,8926,1,Petrol,367000,403699
4000,MARUTIIGNIS,MARUTI,Hyderabad,2017,57469,1,Petrol,507000,524299
4001,MARUTIS CROSS,MARUTI,Hyderabad,2017,59371,1,Diesel,315000,807299
4002,HYUNDAII20 ACTIVE,HYUNDAI,Hyderabad,2019,21806,1,Petrol,367000,823299
4003,HYUNDAINEW I20,HYUNDAI,Hyderabad,2021,49654,1,Petrol,507000,1102999
4004,DATSUNREDI GO,DATSUN,Hyderabad,2021,29164,1,Petrol,918000,375999
4005,HONDAWR-V,HONDA,Hyderabad,2021,27310,1,Petrol,715000,1019799
4006,HONDACITY,HONDA,Hyderabad,2020,41130,1,Petrol,715000,1225999
4007,MARUTIALTO K10,MARUTI,Hyderabad,2016,58531,2,Petrol,181000,368899
4008,TOYOTAYARIS,TOYOTA,Hyderabad,2018,11345,1,Petrol,370000,807999
4009,HONDAWR-V,HONDA,Hyderabad,2019,30918,1,Petrol,169000,850899
4010,MARUTIALTO,MARUTI,Hyderabad,2021,13331,1,Petrol,507000,403299
